Fecha,Profundidad,Magnitud,Latitud X,Longitud Y,Region
2023-03-30,38,3.9,-35.81,-73.624,
2023-03-30,50,3.1,-19.27,-70.066,Región de Tarapacá
2023-03-30,39,2.7,-19.117,-70.378,
2023-03-30,35,3.1,-35.891,-73.573,
2023-03-30,33,3.6,-35.711,-73.619,
2023-03-30,213,3.0,-24.134,-67.749,Región de Antofagasta
2023-03-30,22,6.4,-35.622,-73.822,
2023-03-30,15,3.0,-25.667,-69.093,Región de Antofagasta
2023-03-30,118,2.6,-21.76,-68.517,Región de Antofagasta
2023-03-30,128,3.9,-21.967,-68.683,Región de Antofagasta
2023-03-30,49,2.5,-29.985,-71.587,
2023-03-30,131,3.6,-21.491,-68.489,Región de Antofagasta
2023-03-30,90,2.8,-24.118,-69.303,Región de Antofagasta
2023-03-30,210,3.3,-22.304,-67.784,Potosí
2023-03-30,106,2.6,-20.488,-68.916,Región de Tarapacá
2023-03-30,225,3.3,-21.454,-67.667,Potosí
2023-03-31,35,2.7,-27.658,-70.583,Región de Atacama
2023-03-31,114,2.8,-19.634,-68.984,Región de Tarapacá
2023-03-31,120,3.2,-22.042,-68.621,Región de Antofagasta
2023-03-31,96,3.6,-23.883,-69.003,Región de Antofagasta
2023-03-31,203,3.5,-22.306,-67.845,Potosí
2023-03-31,114,2.7,-21.379,-68.801,Región de Antofagasta
2023-03-31,54,5.3,-24.833,-70.19,Región de Antofagasta
2023-03-31,35,2.6,-35.66,-73.543,
2023-03-31,35,3.2,-35.7,-73.475,
2023-03-31,39,3.5,-33.479,-72.188,
2023-03-31,102,2.7,-20.683,-68.856,Región de Tarapacá
2023-03-31,34,3.1,-28.081,-71.327,
2023-03-31,28,3.3,-28.036,-71.393,
2023-03-31,96,2.5,-35.523,-71.369,Región del Maule
2023-03-31,28,3.1,-35.747,-73.555,
2023-03-31,32,2.9,-35.723,-73.571,
2023-03-31,62,2.6,-31.012,-71.272,Región de Coquimbo
2023-03-31,109,2.7,-21.267,-68.637,Región de Antofagasta
2023-03-31,15,2.8,-31.654,-71.872,
2023-03-31,25,2.9,-34.409,-73.718,
2023-04-01,103,3.0,-20.912,-69.167,Región de Tarapacá
2023-04-01,15,3.0,-34.266,-73.783,
2023-04-01,87,2.5,-21.157,-69.613,Región de Tarapacá
2023-04-01,96,3.6,-35.526,-71.382,Región del Maule
2023-04-01,73,3.4,-28.013,-70.346,Región de Atacama
2023-04-01,50,3.1,-32.23,-71.464,Región de Valparaíso
2023-04-01,41,3.2,-35.86,-73.734,
2023-04-01,33,2.8,-35.768,-73.648,
2023-04-01,104,3.3,-20.815,-68.985,Región de Tarapacá
2023-04-01,92,2.7,-19.113,-69.621,Región de Tarapacá
2023-04-01,31,3.4,-35.799,-73.644,
2023-04-01,129,2.7,-21.45,-68.348,Región de Antofagasta
2023-04-01,114,2.6,-22.254,-68.69,Región de Antofagasta
2023-04-01,40,3.8,-28.861,-71.494,Región de Atacama
2023-04-01,203,3.5,-22.195,-67.708,Potosí
2023-04-01,33,2.9,-33.709,-70.67,Región Metropolitana de Santiago
2023-04-01,112,3.4,-21.982,-68.677,Región de Antofagasta
2023-04-01,30,4.2,-20.882,-70.438,
2023-04-02,132,2.8,-21.631,-68.344,Región de Antofagasta
2023-04-02,29,3.3,-35.797,-73.448,
2023-04-02,32,2.7,-35.665,-73.48,
2023-04-02,126,3.6,-18.189,-69.747,Región de Arica y Parinacota
2023-04-02,88,2.8,-20.841,-69.72,Región de Tarapacá
2023-04-02,195,4.4,-24.304,-67.523,Salta
2023-04-02,42,2.6,-32.421,-71.436,Región de Valparaíso
2023-04-02,80,3.5,-21.536,-69.866,Región de Antofagasta
2023-04-02,15,3.7,-18.304,-71.164,
2023-04-02,110,2.8,-20.61,-68.838,Región de Tarapacá
2023-04-02,33,2.8,-19.759,-70.986,
2023-04-02,76,3.7,-31.623,-71.494,Región de Coquimbo
2023-04-02,34,2.5,-32.57,-72.128,
2023-04-02,125,2.7,-21.131,-68.605,Región de Antofagasta
2023-04-02,60,3.0,-31.563,-71.323,Región de Coquimbo
2023-04-02,148,3.2,-21.489,-68.258,Región de Antofagasta
2023-04-03,114,2.8,-21.173,-68.945,Región de Tarapacá
2023-04-03,108,3.1,-22.286,-68.571,Región de Antofagasta
2023-04-03,127,2.7,-21.542,-68.443,Región de Antofagasta
2023-04-03,104,2.9,-21.039,-68.719,Región de Tarapacá
2023-04-03,111,2.8,-22.291,-68.674,Región de Antofagasta
2023-04-03,128,3.0,-23.007,-68.31,Región de Antofagasta
2023-04-03,203,3.4,-22.266,-67.821,Potosí
2023-04-03,40,2.6,-27.971,-71.488,
2023-04-03,122,2.9,-21.837,-68.58,Región de Antofagasta
2023-04-03,26,3.6,-49.101,-73.891,Región de Magallanes y de la Antártica Chilena
2023-04-03,96,2.5,-22.7,-69.177,Región de Antofagasta
2023-04-03,93,2.7,-41.046,-72.727,Región de Los Lagos
2023-04-03,116,3.2,-22.245,-68.676,Región de Antofagasta
2023-04-03,39,2.7,-28.153,-70.982,Región de Atacama
2023-04-03,17,3.0,-18.631,-70.772,
2023-04-03,25,3.3,-21.986,-71.277,
2023-04-03,238,3.7,-23.995,-66.738,Jujuy
2023-04-03,82,2.8,-21.49,-69.754,Región de Antofagasta
2023-04-04,115,2.7,-34.043,-70.502,Región del Libertador General Bernardo O'Higgins
2023-04-04,61,3.2,-27.497,-70.949,
2023-04-04,56,2.8,-27.508,-70.886,Región de Atacama
2023-04-04,53,3.1,-27.414,-70.993,
2023-04-04,52,2.9,-27.412,-70.991,
2023-04-04,54,2.9,-27.468,-70.957,
2023-04-04,53,3.9,-27.468,-70.967,
2023-04-04,59,2.6,-27.397,-70.941,
2023-04-04,54,2.6,-27.386,-70.988,
2023-04-04,56,4.1,-27.429,-70.926,
2023-04-04,54,2.9,-27.412,-70.958,
2023-04-04,53,5.8,-27.463,-71.01,
2023-04-04,9,3.2,-39.727,-74.782,
2023-04-04,89,2.9,-24.424,-69.084,Región de Antofagasta
2023-04-04,129,2.6,-21.741,-68.581,Región de Antofagasta
2023-04-04,99,2.5,-19.811,-69.244,Región de Tarapacá
2023-04-04,114,3.4,-27.22,-69.159,Región de Atacama
2023-04-04,98,2.9,-18.685,-69.557,Región de Arica y Parinacota
2023-04-04,219,3.2,-24.087,-67.485,Región de Antofagasta
2023-04-04,113,2.7,-31.749,-70.296,San Juan
2023-04-04,30,3.4,-35.811,-73.66,
2023-04-04,30,3.7,-35.87,-73.69,
2023-04-04,44,3.7,-28.661,-71.168,Región de Atacama
2023-04-04,110,2.6,-28.54,-69.473,San Juan
2023-04-04,5,2.7,-25.7,-69.23,Región de Antofagasta
2023-04-04,35,3.0,-28.429,-71.095,Región de Atacama
2023-04-04,91,2.6,-24.09,-69.033,Región de Antofagasta
2023-04-04,124,2.9,-22.413,-68.847,Región de Antofagasta
2023-04-05,36,3.7,-35.889,-73.41,
2023-04-05,245,3.0,-24.025,-67.352,Región de Antofagasta
2023-04-05,36,4.0,-32.104,-71.692,
2023-04-05,32,3.2,-32.147,-71.635,
2023-04-05,30,2.9,-35.665,-73.638,
2023-04-05,37,3.2,-38.309,-75.104,
2023-04-05,110,2.7,-20.93,-68.948,Región de Tarapacá
2023-04-05,80,2.9,-22.467,-69.13,Región de Antofagasta
2023-04-05,56,2.9,-27.385,-70.903,Región de Atacama
2023-04-05,85,2.6,-23.31,-69.218,Región de Antofagasta
2023-04-05,177,2.8,-23.558,-67.645,Región de Antofagasta
2023-04-05,93,3.0,-20.811,-69.114,Región de Tarapacá
2023-04-05,38,4.7,-37.879,-73.878,
2023-04-05,130,2.5,-21.567,-68.422,Región de Antofagasta
2023-04-05,220,3.2,-24.129,-67.396,Salta
2023-04-05,112,2.6,-21.85,-68.683,Región de Antofagasta
2023-04-05,114,2.5,-21.716,-68.485,Región de Antofagasta
2023-04-05,93,2.7,-19.805,-69.305,Región de Tarapacá
2023-04-05,105,2.7,-21.158,-68.983,Región de Tarapacá
2023-04-05,245,2.6,-23.88,-67.479,Región de Antofagasta
2023-04-05,34,3.4,-35.872,-73.459,
2023-04-05,129,2.7,-31.84,-70.314,San Juan
2023-04-05,120,2.9,-28.966,-69.7,San Juan
2023-04-05,54,3.0,-27.479,-70.977,
2023-04-05,26,2.7,-34.482,-73.736,
2023-04-05,242,3.3,-24.148,-67.586,Salta
2023-04-05,57,2.5,-27.502,-70.944,
2023-04-05,98,2.5,-19.849,-69.134,Región de Tarapacá
2023-04-05,184,2.9,-20.793,-67.985,Potosí
2023-04-05,55,2.5,-27.479,-70.909,
2023-04-06,105,2.8,-22.67,-69.077,Región de Antofagasta
2023-04-06,130,2.8,-21.54,-68.484,Región de Antofagasta
2023-04-06,128,3.0,-21.427,-68.548,Región de Antofagasta
2023-04-06,28,2.9,-21.439,-70.301,
2023-04-06,52,4.0,-27.477,-71.045,
2023-04-06,98,2.9,-22.843,-68.706,Región de Antofagasta
2023-04-06,241,3.0,-23.874,-67.517,Región de Antofagasta
2023-04-06,217,2.7,-23.981,-67.643,Región de Antofagasta
2023-04-06,61,3.1,-18.342,-70.621,
2023-04-06,38,2.8,-29.633,-72.078,
2023-04-06,32,2.7,-32.589,-71.546,
2023-04-06,92,2.9,-27.554,-69.407,Región de Atacama
2023-04-06,231,3.4,-23.125,-67.085,Región de Antofagasta
2023-04-06,211,2.7,-22.298,-67.763,Potosí
2023-04-06,5,2.5,-25.563,-69.332,Región de Antofagasta
2023-04-06,92,2.8,-24.175,-69.113,Región de Antofagasta
2023-04-06,220,2.7,-24.127,-67.695,Región de Antofagasta
2023-04-06,226,4.2,-24.141,-67.641,Región de Antofagasta
2023-04-06,245,3.0,-24.275,-67.726,Salta
2023-04-06,55,2.7,-32.166,-71.676,
2023-04-07,44,3.9,-38.225,-72.417,Región de la Araucanía
2023-04-07,115,3.0,-18.959,-69.747,Región de Arica y Parinacota
2023-04-07,70,3.6,-29.412,-71.346,
2023-04-07,20,2.7,-28.901,-71.41,Región de Atacama
2023-04-07,21,3.0,-34.37,-72.037,
2023-04-07,226,3.8,-23.685,-67.234,Región de Antofagasta
2023-04-07,52,2.8,-30.731,-71.418,Región de Coquimbo
2023-04-07,122,3.9,-18.555,-69.315,Región de Arica y Parinacota
2023-04-07,119,2.6,-30.451,-70.048,San Juan
2023-04-07,112,2.6,-22.28,-68.881,Región de Antofagasta
2023-04-07,92,3.0,-19.959,-69.209,Región de Tarapacá
2023-04-07,62,3.8,-20.757,-69.665,Región de Tarapacá
2023-04-07,122,3.2,-18.536,-69.319,Región de Arica y Parinacota
2023-04-07,60,2.5,-34.744,-71.679,Región del Libertador General Bernardo O'Higgins
2023-04-07,104,3.1,-19.924,-69.353,Región de Tarapacá
2023-04-07,64,2.6,-35.854,-72.458,Región del Maule
2023-04-07,18,3.3,-25.883,-69.4,Región de Atacama
2023-04-07,122,2.6,-21.324,-68.46,Región de Antofagasta
2023-04-07,117,3.0,-18.648,-69.318,Región de Arica y Parinacota
2023-04-08,148,3.8,-17.864,-69.648,Región de Arica y Parinacota
2023-04-08,15,2.9,-38.558,-74.921,
2023-04-08,31,2.8,-33.866,-73.044,
2023-04-08,115,2.7,-21.215,-68.798,Región de Tarapacá
2023-04-08,107,2.6,-20.807,-69.104,Región de Tarapacá
2023-04-08,108,2.7,-22.7,-68.692,Región de Antofagasta
2023-04-08,102,2.5,-21.105,-68.908,Región de Tarapacá
2023-04-08,26,3.1,-35.773,-73.374,
2023-04-08,104,3.2,-22.319,-68.91,Región de Antofagasta
2023-04-08,10,3.7,-30.547,-72.556,
2023-04-08,133,3.3,-28.669,-69.52,San Juan
2023-04-08,106,3.0,-32.896,-70.344,Región de Valparaíso
2023-04-08,206,3.6,-24.351,-67.499,Salta
2023-04-09,106,2.9,-18.71,-69.814,Región de Arica y Parinacota
2023-04-09,35,3.2,-32.268,-71.749,
2023-04-09,216,3.6,-24.054,-67.343,Salta
2023-04-09,111,2.8,-21.117,-68.635,Región de Tarapacá
2023-04-09,13,3.3,-32.62,-73.32,
2023-04-09,83,3.3,-22.763,-69.248,Región de Antofagasta
2023-04-09,44,4.3,-19.278,-70.204,Región de Tarapacá
2023-04-09,68,2.8,-32.493,-71.295,Región de Valparaíso
2023-04-10,125,2.7,-21.163,-68.6,Región de Antofagasta
2023-04-10,98,3.4,-20.693,-68.887,Región de Tarapacá
2023-04-10,88,3.0,-27.646,-70.295,Región de Atacama
2023-04-10,111,3.3,-21.155,-68.633,Región de Antofagasta
2023-04-10,123,2.5,-22.273,-68.6,Región de Antofagasta
2023-04-10,119,3.4,-23.001,-68.312,Región de Antofagasta
2023-04-10,214,3.4,-24.377,-67.633,Salta
2023-04-10,92,3.2,-35.679,-71.491,Región del Maule
2023-04-10,85,2.7,-20.322,-69.384,Región de Tarapacá
2023-04-10,78,4.5,-32.616,-70.842,Región de Valparaíso
2023-04-10,53,4.0,-32.366,-71.454,Región de Valparaíso
2023-04-10,27,3.1,-20.719,-69.422,Región de Tarapacá
2023-04-10,33,3.3,-35.668,-73.489,
2023-04-10,131,3.1,-21.792,-68.5,Región de Antofagasta
2023-04-11,42,3.2,-34.813,-71.736,Región del Libertador General Bernardo O'Higgins
2023-04-11,15,3.2,-25.728,-70.838,
2023-04-11,208,3.3,-24.169,-67.387,Salta
2023-04-11,67,3.9,-26.449,-70.728,
2023-04-11,115,2.7,-18.396,-69.447,Región de Arica y Parinacota
2023-04-11,116,2.6,-21.764,-68.592,Región de Antofagasta
2023-04-11,240,3.0,-24.226,-67.577,Salta
2023-04-11,30,2.7,-32.281,-71.753,
2023-04-11,247,3.0,-24.14,-67.635,Región de Antofagasta
2023-04-11,121,2.5,-32.368,-70.138,San Juan
2023-04-11,34,4.3,-31.484,-71.714,
2023-04-11,10,2.8,-45.533,-76.573,
2023-04-11,128,4.1,-21.114,-68.701,Región de Tarapacá
2023-04-11,129,3.3,-27.401,-69.051,Región de Atacama
2023-04-11,252,2.6,-23.799,-67.229,Salta
2023-04-11,215,3.2,-24.158,-67.548,Salta
2023-04-11,126,2.6,-21.642,-68.58,Región de Antofagasta
2023-04-11,92,4.3,-24.015,-69.086,Región de Antofagasta
2023-04-11,115,4.0,-21.118,-68.628,Región de Tarapacá
2023-04-11,73,4.1,-21.509,-69.275,Región de Antofagasta
2023-04-11,99,3.1,-22.953,-68.849,Región de Antofagasta
2023-04-11,67,2.6,-30.607,-71.229,Región de Coquimbo
2023-04-11,35,2.5,-32.09,-71.655,
2023-04-11,13,3.3,-19.335,-70.167,Región de Tarapacá
2023-04-11,52,3.0,-21.252,-69.974,Región de Tarapacá
2023-04-12,110,2.6,-20.556,-68.925,Región de Tarapacá
2023-04-12,226,3.1,-24.082,-67.349,Salta
2023-04-12,80,2.5,-30.516,-70.996,Región de Coquimbo
2023-04-12,40,2.6,-39.377,-73.304,
2023-04-12,105,2.9,-18.963,-69.431,Región de Arica y Parinacota
2023-04-12,137,2.7,-23.224,-68.845,Región de Antofagasta
2023-04-12,42,2.7,-30.928,-71.621,Región de Coquimbo
2023-04-12,231,2.8,-24.177,-67.529,Salta
2023-04-12,152,2.8,-24.59,-68.208,Salta
2023-04-12,35,2.6,-32.986,-72.138,
2023-04-12,116,2.7,-33.931,-70.315,Región Metropolitana de Santiago
2023-04-12,47,2.8,-27.407,-70.964,
2023-04-12,110,4.1,-21.914,-68.794,Región de Antofagasta
2023-04-12,12,3.1,-38.589,-75.043,
2023-04-12,190,4.2,-36.025,-70.269,Mendoza
2023-04-12,239,4.4,-24.031,-67.024,Salta
2023-04-12,110,2.5,-35.315,-70.917,Región del Maule
2023-04-12,115,3.4,-21.051,-68.751,Región de Tarapacá
2023-04-13,264,3.9,-23.378,-67.21,Región de Antofagasta
2023-04-13,25,2.7,-22.435,-71.468,
2023-04-13,117,2.8,-22.27,-68.52,Región de Antofagasta
2023-04-13,15,2.5,-18.439,-70.985,
2023-04-13,105,3.1,-20.694,-68.896,Región de Tarapacá
2023-04-13,234,3.6,-24.136,-67.533,Salta
2023-04-13,100,2.5,-20.789,-68.978,Región de Tarapacá
2023-04-13,243,2.8,-23.89,-67.21,Salta
2023-04-13,116,3.4,-24.628,-68.876,Región de Antofagasta
2023-04-13,109,2.5,-19.943,-69.136,Región de Tarapacá
2023-04-13,104,2.9,-20.58,-68.891,Región de Tarapacá
2023-04-13,238,4.3,-23.49,-67.129,Jujuy
2023-04-13,24,2.5,-31.986,-71.649,
2023-04-13,38,3.1,-31.963,-71.664,
2023-04-13,236,2.8,-23.777,-68.336,Región de Antofagasta
2023-04-13,108,4.1,-20.571,-68.887,Región de Tarapacá
2023-04-13,66,2.5,-18.921,-70.233,Región de Arica y Parinacota
2023-04-13,33,3.1,-33.874,-72.075,
2023-04-13,111,2.6,-20.434,-69.25,Región de Tarapacá
2023-04-13,121,2.6,-21.289,-68.789,Región de Antofagasta
2023-04-13,102,3.3,-20.261,-69.241,Región de Tarapacá
2023-04-14,266,3.4,-24.268,-67.925,Región de Antofagasta
2023-04-14,123,3.1,-33.881,-70.324,Región Metropolitana de Santiago
2023-04-14,35,2.8,-37.905,-73.778,
2023-04-14,150,3.2,-24.487,-68.192,Salta
2023-04-14,36,3.4,-32.34,-71.71,
2023-04-14,116,2.7,-22.665,-68.539,Región de Antofagasta
2023-04-14,236,2.5,-24.226,-67.658,Salta
2023-04-14,57,2.8,-32.248,-71.385,Región de Valparaíso
2023-04-14,29,2.7,-26.081,-70.914,
2023-04-14,132,2.8,-21.115,-68.551,Región de Antofagasta
2023-04-14,16,3.2,-35.086,-73.921,
2023-04-14,226,3.9,-24.208,-66.897,Salta
2023-04-14,208,3.2,-24.4,-67.46,Salta
2023-04-14,233,3.2,-23.241,-67.481,Región de Antofagasta
2023-04-14,125,3.4,-21.882,-68.551,Región de Antofagasta
2023-04-14,59,2.8,-30.211,-71.257,Región de Coquimbo
2023-04-14,73,2.6,-33.215,-70.992,Región Metropolitana de Santiago
2023-04-14,59,3.4,-30.208,-71.264,Región de Coquimbo
2023-04-14,220,3.1,-24.081,-67.481,Región de Antofagasta
2023-04-14,38,3.0,-32.124,-71.549,Región de Coquimbo
2023-04-14,118,2.5,-21.745,-68.494,Región de Antofagasta
2023-04-14,104,2.6,-21.815,-68.721,Región de Antofagasta
2023-04-14,62,2.8,-19.464,-69.766,Región de Tarapacá
2023-04-15,211,4.0,-24.021,-67.309,Salta
2023-04-15,123,3.1,-22.506,-67.916,Región de Antofagasta
2023-04-15,38,3.0,-31.572,-71.303,Región de Coquimbo
2023-04-15,58,3.0,-33.297,-71.41,Región de Valparaíso
2023-04-15,40,2.9,-33.989,-72.472,
2023-04-15,110,2.6,-21.13,-68.923,Región de Tarapacá
2023-04-15,119,3.3,-17.972,-69.686,Región de Arica y Parinacota
2023-04-15,194,3.9,-24.445,-67.104,Salta
2023-04-15,102,3.0,-20.757,-68.896,Región de Tarapacá
2023-04-15,33,2.5,-25.351,-70.821,
2023-04-15,116,2.6,-24.218,-68.209,Región de Antofagasta
2023-04-15,29,3.3,-21.58,-69.59,Región de Tarapacá
2023-04-15,3,2.8,-30.555,-69.324,San Juan
2023-04-15,110,2.8,-20.131,-69.071,Región de Tarapacá
2023-04-15,243,3.4,-23.984,-67.581,Región de Antofagasta
2023-04-15,98,2.9,-19.713,-69.51,Región de Tarapacá
2023-04-15,90,2.7,-24.884,-69.258,Región de Antofagasta
2023-04-15,161,3.4,-17.725,-69.773,Región de Arica y Parinacota
2023-04-15,29,2.6,-27.257,-71.111,
2023-04-16,35,3.3,-35.794,-73.382,
2023-04-16,8,3.4,-38.009,-74.13,
2023-04-16,118,3.2,-21.337,-68.736,Región de Antofagasta
2023-04-16,98,2.7,-20.479,-69.046,Región de Tarapacá
2023-04-16,26,3.2,-18.638,-70.706,
2023-04-16,39,3.0,-21.039,-70.335,
2023-04-16,23,2.9,-19.775,-69.811,Región de Tarapacá
2023-04-16,60,3.0,-21.058,-69.665,Región de Tarapacá
2023-04-16,126,3.0,-23.308,-68.176,Región de Antofagasta
2023-04-16,105,2.7,-21.867,-68.835,Región de Antofagasta
2023-04-16,109,2.9,-20.615,-68.867,Región de Tarapacá
2023-04-16,40,2.6,-30.28,-71.182,Región de Coquimbo
2023-04-16,78,2.5,-35.965,-71.516,Región del Maule
2023-04-16,112,3.0,-21.091,-68.915,Región de Tarapacá
2023-04-16,96,2.9,-20.76,-69.575,Región de Tarapacá
2023-04-16,22,3.6,-35.909,-73.445,
2023-04-16,104,2.9,-27.259,-69.857,Región de Atacama
2023-04-16,11,4.1,-53.93,-70.644,Región de Magallanes y de la Antártica Chilena
2023-04-16,114,2.5,-20.746,-69.085,Región de Tarapacá
2023-04-17,62,3.2,-28.214,-70.715,Región de Atacama
2023-04-17,102,2.5,-21.422,-68.739,Región de Antofagasta
2023-04-17,124,3.5,-21.907,-68.555,Región de Antofagasta
2023-04-17,66,2.7,-23.262,-70.389,Región de Antofagasta
2023-04-17,225,3.4,-24.327,-67.702,Salta
2023-04-17,15,2.6,-31.78,-71.862,
2023-04-17,33,3.9,-29.027,-71.665,
2023-04-17,19,2.5,-19.606,-69.855,Región de Tarapacá
2023-04-17,98,2.5,-19.992,-69.131,Región de Tarapacá
2023-04-17,98,2.5,-20.887,-69.031,Región de Tarapacá
2023-04-17,30,3.0,-32.137,-71.886,
2023-04-18,133,2.8,-21.868,-68.685,Región de Antofagasta
2023-04-18,184,3.3,-21.172,-68.009,Potosí
2023-04-18,56,2.8,-30.236,-71.262,Región de Coquimbo
2023-04-18,101,3.6,-20.813,-68.94,Región de Tarapacá
2023-04-18,246,3.1,-24.031,-67.372,Región de Antofagasta
2023-04-18,21,3.3,-34.159,-70.158,Región Metropolitana de Santiago
2023-04-18,139,3.1,-22.266,-68.495,Región de Antofagasta
2023-04-18,262,3.7,-23.132,-67.083,Región de Antofagasta
2023-04-18,30,2.9,-22.941,-70.625,
2023-04-18,97,2.9,-19.65,-69.244,Región de Tarapacá
2023-04-18,19,2.5,-34.523,-70.334,Región del Libertador General Bernardo O'Higgins
2023-04-19,33,3.0,-36.944,-72.746,Región del Biobío
2023-04-19,109,2.7,-21.031,-68.858,Región de Tarapacá
2023-04-19,99,2.8,-19.863,-69.038,Región de Tarapacá
2023-04-19,107,3.3,-27.586,-69.519,Región de Atacama
2023-04-19,30,3.0,-29.821,-71.648,
2023-04-19,103,2.5,-35.338,-71.115,Región del Maule
2023-04-19,9,3.3,-38.475,-74.792,
2023-04-19,213,2.8,-24.16,-67.372,Salta
2023-04-19,175,2.8,-24.339,-67.015,Salta
2023-04-19,108,2.7,-21.911,-68.513,Región de Antofagasta
2023-04-19,43,3.7,-30.253,-72.024,
2023-04-19,226,3.6,-24.078,-67.407,Salta
2023-04-19,112,2.9,-22.118,-68.798,Región de Antofagasta
2023-04-19,15,3.1,-30.506,-71.273,Región de Coquimbo
2023-04-19,12,3.7,-25.629,-69.291,Región de Antofagasta
2023-04-19,18,3.8,-25.682,-69.109,Región de Antofagasta
2023-04-19,121,3.1,-22.293,-69.068,Región de Antofagasta
2023-04-19,104,3.0,-22.243,-68.802,Región de Antofagasta
2023-04-19,25,2.9,-43.335,-75.789,
2023-04-19,42,2.6,-32.399,-71.569,
2023-04-19,146,3.4,-23.935,-67.848,Región de Antofagasta
2023-04-20,18,3.2,-38.031,-75.151,
2023-04-20,93,3.0,-39.621,-72.342,Región de Los Ríos
2023-04-20,57,2.9,-30.212,-71.233,Región de Coquimbo
2023-04-20,33,2.7,-29.001,-71.523,
2023-04-20,58,2.9,-30.197,-71.228,Región de Coquimbo
2023-04-20,58,4.0,-29.035,-71.47,Región de Atacama
2023-04-20,32,3.0,-32.109,-71.784,
2023-04-20,37,3.0,-30.386,-71.504,Región de Coquimbo
2023-04-20,129,2.9,-31.737,-70.525,Región de Coquimbo
2023-04-20,98,4.3,-20.773,-69.143,Región de Tarapacá
2023-04-20,127,2.5,-21.128,-68.541,Región de Antofagasta
2023-04-20,83,2.7,-24.954,-69.541,Región de Antofagasta
2023-04-20,3,2.7,-19.617,-69.276,Región de Tarapacá
2023-04-20,126,3.9,-34.057,-70.116,Región Metropolitana de Santiago
2023-04-20,98,2.6,-21.37,-69.042,Región de Antofagasta
2023-04-20,120,2.7,-21.32,-68.687,Región de Antofagasta
2023-04-20,27,2.7,-29.975,-71.863,
2023-04-20,38,4.0,-31.476,-71.636,
2023-04-20,39,3.2,-29.102,-71.935,
2023-04-20,34,2.6,-29.124,-71.978,
2023-04-20,51,4.1,-30.905,-71.44,Región de Coquimbo
2023-04-20,30,3.0,-30.45,-71.671,Región de Coquimbo
2023-04-21,135,3.7,-24.006,-68.007,Región de Antofagasta
2023-04-21,31,2.8,-40.271,-74.064,
2023-04-21,113,3.4,-22.405,-68.773,Región de Antofagasta
2023-04-21,114,2.9,-22.372,-68.583,Región de Antofagasta
2023-04-21,26,3.3,-40.275,-74.087,
2023-04-21,47,2.6,-40.368,-72.961,Región de Los Ríos
2023-04-21,48,2.8,-21.31,-69.732,Región de Tarapacá
2023-04-21,114,2.6,-22.108,-68.829,Región de Antofagasta
2023-04-21,111,4.1,-22.738,-68.734,Región de Antofagasta
2023-04-21,55,2.6,-28.691,-70.87,Región de Atacama
2023-04-21,108,2.5,-21.109,-68.874,Región de Tarapacá
2023-04-21,27,3.7,-32.084,-71.785,
2023-04-21,67,2.8,-21.683,-69.7,Región de Antofagasta
2023-04-21,114,3.4,-20.971,-68.648,Región de Tarapacá
2023-04-21,240,3.1,-23.87,-67.25,Salta
2023-04-21,258,2.7,-23.633,-67.3,Región de Antofagasta
2023-04-21,96,2.8,-22.94,-68.687,Región de Antofagasta
2023-04-21,122,3.4,-34.877,-70.716,Región del Libertador General Bernardo O'Higgins
2023-04-21,40,3.3,-24.537,-70.494,Región de Antofagasta
2023-04-22,83,3.7,-19.159,-69.867,Región de Tarapacá
2023-04-22,133,2.6,-21.06,-68.493,Región de Antofagasta
2023-04-22,45,2.5,-29.529,-71.553,
2023-04-22,14,2.8,-39.647,-73.839,
2023-04-22,29,3.1,-32.587,-71.712,
2023-04-22,189,2.8,-22.262,-67.984,Región de Antofagasta
2023-04-22,128,2.8,-21.166,-68.546,Región de Antofagasta
2023-04-22,53,2.7,-34.661,-71.832,Región del Libertador General Bernardo O'Higgins
2023-04-22,243,2.9,-24.179,-67.729,Región de Antofagasta
2023-04-22,59,3.6,-28.682,-71.003,Región de Atacama
2023-04-22,44,3.0,-29.52,-71.55,
2023-04-22,248,3.2,-24.061,-67.45,Región de Antofagasta
2023-04-22,38,2.9,-21.467,-70.16,
2023-04-22,229,2.9,-24.0,-67.329,Región de Antofagasta
2023-04-22,38,2.6,-25.913,-70.74,
2023-04-22,248,2.7,-24.088,-67.6,Región de Antofagasta
2023-04-22,33,3.1,-28.329,-71.219,
2023-04-23,105,2.6,-20.375,-68.969,Región de Tarapacá
2023-04-23,99,3.9,-27.164,-70.156,Región de Atacama
2023-04-23,111,3.0,-21.29,-68.669,Región de Antofagasta
2023-04-23,86,2.9,-33.588,-70.691,Región Metropolitana de Santiago
2023-04-23,105,2.6,-21.997,-68.711,Región de Antofagasta
2023-04-23,42,2.5,-20.912,-69.654,Región de Tarapacá
2023-04-23,48,3.4,-24.773,-70.414,Región de Antofagasta
2023-04-23,21,2.6,-35.493,-72.987,
2023-04-23,56,4.3,-30.644,-71.259,Región de Coquimbo
2023-04-23,107,2.6,-21.079,-68.942,Región de Tarapacá
2023-04-23,108,3.1,-21.18,-68.909,Región de Tarapacá
2023-04-23,134,2.8,-21.522,-68.412,Región de Antofagasta
2023-04-23,100,2.7,-20.714,-68.843,Región de Tarapacá
2023-04-23,64,2.8,-30.998,-71.298,Región de Coquimbo
2023-04-23,39,2.5,-34.856,-72.636,
